region,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
West,24.56044072638237,24.903158899592125,25.225800133541064,26.02975400047767,25.39178680441418,26.08408802369869,26.600858235963187,27.287134502923973,27.820111942053526,28.219827586206897,29.54802374334574,30.48998836758434,30.174042901832266
